league,season,team,player,nation,pos,age,NINETIES,Performance_Gls,Performance_Ast,Performance_G+A,Performance_CrdY,Performance_CrdR,Standard_Sh,Standard_SoT,Standard_Sh/90,Standard_SoT/90,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Pass_Cmp,Pass_Att,Pass_CmpPct,Pass_PrgDist,Pass_Ast,Pass_KP,Pass_Final3rd,Pass_PPA,SCA90,GCA90,Touches,Carries,Carry_PrgDist,Carry_Final3rd,Carry_PPA
ENG-Premier League,2425,Nottingham,Ibrahim Sangaré,CIV,MF,26,6.6,0,1,1,3,0,1,1,0.15,0.15,16,8,0,2,7,13,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Nottingham,James Ward-Prowse,ENG,MF,29,4.4,0,1,1,2,1,2,1,0.45,0.23,7,2,0,19,5,1,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Nottingham,Jota Silva,POR,MF,24,9.5,3,1,4,5,0,23,7,2.42,0.74,24,23,8,21,11,16,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Nottingham,Matz Sels,BEL,GK,32,38.0,0,0,0,4,0,0,0,0.0,0.0,1,8,0,0,0,1,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Nottingham,Morato,BRA,DF,23,10.1,0,0,0,5,0,2,1,0.2,0.1,11,2,0,0,9,14,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Nottingham,Morgan Gibbs-White,ENG,MF,24,31.1,7,8,15,11,1,61,22,1.96,0.71,38,40,7,46,22,21,,,,,8,,,,,,,,,,
ENG-Premier League,2425,Nottingham,Murillo,BRA,DF,22,35.4,2,0,2,6,0,25,6,0.71,0.17,27,7,0,14,36,39,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Nottingham,Neco Williams,WAL,"DF,MF",23,28.8,1,3,4,7,0,37,7,1.28,0.24,24,43,2,60,30,57,,,,,3,,,,,,,,,,
ENG-Premier League,2425,Nottingham,Nicolás Domínguez,ARG,MF,26,21.8,0,1,1,9,0,21,9,0.96,0.41,33,18,1,8,28,48,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Nottingham,Nikola Milenković,SRB,DF,26,37.0,5,2,7,4,0,29,8,0.78,0.22,20,5,2,0,25,28,,,,,2,,,,,,,,,,
ENG-Premier League,2425,Nottingham,Ola Aina,NGA,DF,27,33.3,2,1,3,5,0,11,2,0.33,0.06,23,35,2,59,31,41,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Nottingham,Ramón Sosa,PAR,MF,24,3.3,1,0,1,1,0,11,5,3.36,1.53,6,8,3,8,4,3,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Nottingham,Ryan Yates,ENG,MF,26,21.3,2,1,3,10,0,33,9,1.55,0.42,54,48,7,8,25,21,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Nottingham,Taiwo Awoniyi,NGA,FW,26,4.6,1,0,1,0,0,10,4,2.16,0.87,8,10,1,2,0,4,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Nottingham,Willy Boly,CIV,DF,33,1.7,0,0,0,1,0,1,1,0.6,0.6,1,0,0,0,3,1,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Nottingham,Álex Moreno,ESP,DF,31,10.6,0,1,1,2,0,6,0,0.57,0.0,12,6,0,19,16,18,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Southampton,Aaron Ramsdale,ENG,GK,26,30.0,0,0,0,2,0,0,0,0.0,0.0,1,4,0,0,1,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Southampton,Adam Armstrong,ENG,"FW,MF",27,13.9,2,2,4,4,0,26,9,1.87,0.65,12,5,9,14,4,3,,,,,2,,,,,,,,,,
ENG-Premier League,2425,Southampton,Adam Lallana,ENG,MF,36,4.0,0,2,2,4,0,3,0,0.75,0.0,8,8,0,4,5,5,,,,,2,,,,,,,,,,
ENG-Premier League,2425,Southampton,Albert Grønbaek,DEN,"MF,FW",23,1.6,0,0,0,0,0,2,0,1.26,0.0,0,1,0,1,0,1,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Southampton,Alex McCarthy,ENG,GK,34,5.0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Southampton,Armel Bella Kotchap,GER,DF,22,3.7,0,0,0,0,0,1,0,0.27,0.0,3,2,0,0,5,5,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Southampton,Ben Brereton,CHI,"FW,MF",25,5.0,0,0,0,1,0,11,1,2.2,0.2,4,8,1,5,0,2,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Southampton,Cameron Archer,ENG,FW,23,16.0,2,0,2,0,0,29,11,1.81,0.69,16,13,8,4,1,9,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Southampton,Carlos Alcaraz,ARG,MF,21,0.1,0,0,0,0,0,1,1,9.0,9.0,1,0,0,1,1,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Southampton,Charlie Taylor,ENG,DF,30,4.0,0,0,0,1,0,0,0,0.0,0.0,2,3,0,9,5,6,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Southampton,Flynn Downes,ENG,MF,25,23.9,1,0,1,12,0,10,3,0.42,0.13,50,39,0,4,31,27,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Southampton,Jack Stephens,ENG,DF,30,15.4,1,0,1,2,2,4,2,0.26,0.13,13,4,1,1,12,20,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Southampton,James Bree,ENG,"DF,MF",26,11.9,0,1,1,0,0,4,1,0.33,0.08,4,5,0,29,5,13,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Southampton,Jan Bednarek,POL,DF,28,28.1,2,0,2,7,0,5,3,0.18,0.11,31,13,0,1,55,19,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Southampton,Jay Robinson,ENG,MF,17,1.5,0,0,0,0,0,1,1,0.66,0.66,3,1,0,1,0,1,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Southampton,Joachim Kayi Sanda,FRA,DF,17,0.2,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Southampton,Joe Aribo,NGA,MF,28,22.4,3,0,3,1,0,17,7,0.76,0.31,20,27,1,10,20,34,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Southampton,Joe Lumley,ENG,GK,29,3.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Southampton,Kamaldeen Sulemana,GHA,"FW,MF",22,15.6,1,1,2,2,0,29,8,1.86,0.51,22,11,3,26,5,16,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Southampton,Kyle Walker-Peters,ENG,"MF,DF",27,32.4,0,2,2,5,0,20,6,0.62,0.19,28,52,2,50,19,32,,,,,2,,,,,,,,,,
ENG-Premier League,2425,Southampton,Lesley Ugochukwu,FRA,MF,20,18.4,1,1,2,7,0,10,1,0.54,0.05,31,16,0,6,14,22,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Southampton,Mateus Fernandes,POR,MF,20,32.3,2,4,6,8,0,42,14,1.3,0.43,46,54,4,113,25,50,,,,,4,,,,,,,,,,
ENG-Premier League,2425,Southampton,Maxwel Cornet,CIV,MF,27,0.8,0,0,0,1,0,1,0,1.25,0.0,0,1,1,3,0,5,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Southampton,Nathan Wood-Gordon,ENG,DF,22,8.6,0,0,0,2,0,2,0,0.23,0.0,9,4,0,3,4,7,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Southampton,Paul Onuachu,NGA,FW,30,11.7,4,1,5,4,0,34,15,2.91,1.29,28,16,10,0,1,2,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Southampton,Ronnie Edwards,ENG,DF,21,0.1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Southampton,Ross Stewart,SCO,FW,28,4.3,1,0,1,1,0,9,2,2.08,0.46,7,7,1,0,0,5,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Southampton,Ryan Fraser,SCO,"MF,DF",30,3.4,0,0,0,0,1,1,1,0.29,0.29,1,4,1,12,1,2,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Southampton,Ryan Manning,IRL,"DF,MF",28,16.2,0,1,1,2,0,8,1,0.49,0.06,19,33,0,84,17,18,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Southampton,Samuel Amo-Ameyaw,ENG,"FW,MF",18,0.3,0,0,0,1,0,1,0,3.21,0.0,1,2,0,2,0,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Southampton,Samuel Edozie,ENG,"FW,MF",21,0.7,0,0,0,1,0,0,0,0.0,0.0,2,1,0,4,0,1,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Southampton,Taylor Harwood-Bellis,ENG,DF,22,31.4,1,0,1,9,0,20,8,0.64,0.25,35,14,0,10,29,22,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Southampton,Tyler Dibling,ENG,"MF,FW",18,20.8,2,0,2,6,0,28,9,1.34,0.43,30,51,2,28,7,21,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Southampton,Welington,BRA,"MF,DF",23,5.4,0,0,0,1,0,3,0,0.56,0.0,6,8,1,17,5,10,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Southampton,William Smallbone,IRL,MF,24,7.7,1,0,1,1,0,7,2,0.91,0.26,11,3,0,36,2,12,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Southampton,Yukinari Sugawara,JPN,"MF,DF",24,17.3,1,1,2,4,0,14,6,0.81,0.35,15,10,4,70,9,16,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Alfie Dorrington,ENG,DF,19,0.2,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Antonín Kinský,CZE,GK,21,6.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Archie Gray,ENG,"DF,MF",18,19.5,0,0,0,1,0,1,1,0.05,0.05,17,11,0,17,18,9,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Ben Davies,WAL,DF,31,14.8,0,0,0,5,0,5,1,0.34,0.07,17,7,0,4,12,11,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Brandon Austin,ENG,GK,25,1.0,0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Brennan Johnson,WAL,"FW,MF",23,24.2,11,3,14,5,0,54,20,2.23,0.83,27,26,12,52,4,23,,,,,3,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Cristian Romero,ARG,DF,26,15.7,1,0,1,3,0,16,8,1.02,0.51,14,12,2,3,15,29,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Dane Scarlett,ENG,FW,20,0.4,0,1,1,0,0,1,1,2.65,2.65,0,1,1,0,0,0,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Dejan Kulusevski,SWE,"MF,FW",24,26.5,7,4,11,3,0,47,18,1.77,0.68,48,38,5,84,10,21,,,,,4,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Destiny Udogie,ITA,DF,21,21.4,0,1,1,2,0,5,1,0.23,0.05,28,38,3,19,21,45,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Djed Spence,ENG,DF,23,19.9,1,2,3,4,1,10,3,0.5,0.15,21,23,2,23,21,33,,,,,2,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Dominic Solanke,ENG,FW,26,24.5,9,3,12,0,0,60,26,2.45,1.06,36,36,5,4,1,10,,,,,3,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Fraser Forster,ENG,GK,36,7.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Guglielmo Vicario,ITA,GK,27,24.0,0,0,0,1,0,0,0,0.0,0.0,0,2,0,0,1,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Tottenham,James Maddison,ENG,MF,27,20.1,9,7,16,6,0,39,17,1.94,0.85,32,64,4,96,10,19,,,,,7,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Kevin Danso,AUT,DF,25,9.4,0,0,0,0,0,7,3,0.75,0.32,9,13,0,1,6,4,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Lucas Bergvall,SWE,MF,18,13.5,0,1,1,3,0,12,2,0.89,0.15,20,17,0,21,21,18,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Mathys Tel,FRA,FW,19,10.1,2,1,3,2,0,23,9,2.27,0.89,15,16,1,32,2,5,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Micky van de Ven,NED,DF,23,11.3,0,2,2,4,0,6,2,0.53,0.18,10,9,0,0,9,7,,,,,2,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Mikey Moore,ENG,"MF,FW",16,4.1,0,1,1,0,0,3,1,0.74,0.25,3,7,3,16,1,0,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Pape Matar Sarr,SEN,MF,21,21.3,3,2,5,6,0,34,13,1.6,0.61,33,35,2,14,27,36,,,,,2,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Pedro Porro,ESP,DF,24,29.0,2,6,8,5,0,39,8,1.34,0.28,25,33,1,200,31,45,,,,,6,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Radu Drăgușin,ROU,DF,22,13.9,0,0,0,1,0,5,1,0.36,0.07,6,10,0,1,13,6,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Richarlison,BRA,FW,27,5.6,4,1,5,2,0,17,7,3.04,1.25,7,13,3,7,0,3,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Rodrigo Bentancur,URU,MF,27,18.3,2,0,2,9,0,22,6,1.2,0.33,34,10,1,4,38,22,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Sergio Reguilón,ESP,DF,27,2.2,0,0,0,2,0,2,0,0.92,0.0,2,6,0,12,4,3,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Son Heung-min,KOR,"FW,MF",32,23.4,7,9,16,1,0,57,26,2.43,1.11,6,28,12,76,4,9,,,,,9,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Timo Werner,GER,"FW,MF",28,5.7,0,3,3,0,0,8,3,1.4,0.52,3,5,5,27,2,4,,,,,3,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Will Lankshear,ENG,FW,19,0.1,0,0,0,0,0,0,0,0.0,0.0,2,0,0,0,0,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Wilson Odobert,FRA,"FW,MF",19,9.4,1,0,1,0,0,13,4,1.38,0.42,2,3,1,25,4,5,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Yves Bissouma,MLI,MF,27,15.6,2,0,2,7,0,11,4,0.7,0.26,29,18,0,2,16,29,,,,,0,,,,,,,,,,
ENG-Premier League,2425,West Ham,Aaron Cresswell,ENG,DF,34,9.2,0,0,0,3,0,5,0,0.55,0.0,4,2,0,37,8,8,,,,,0,,,,,,,,,,
ENG-Premier League,2425,West Ham,Aaron Wan-Bissaka,COD,"DF,MF",26,35.0,2,5,7,1,0,16,5,0.46,0.14,25,28,5,76,61,49,,,,,5,,,,,,,,,,
ENG-Premier League,2425,West Ham,Alphonse Areola,FRA,GK,31,25.1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,,,,,0,,,,,,,,,,
ENG-Premier League,2425,West Ham,Andy Irving,SCO,MF,24,1.8,0,0,0,2,0,4,2,2.17,1.08,6,1,0,2,1,4,,,,,0,,,,,,,,,,
ENG-Premier League,2425,West Ham,Carlos Soler,ESP,MF,27,15.7,1,1,2,6,0,25,9,1.6,0.57,26,19,0,35,8,11,,,,,1,,,,,,,,,,
ENG-Premier League,2425,West Ham,Crysencio Summerville,NED,"MF,FW",22,8.7,1,1,2,2,0,14,5,1.6,0.57,9,23,4,21,0,7,,,,,1,,,,,,,,,,
ENG-Premier League,2425,West Ham,Danny Ings,ENG,FW,32,3.2,1,2,3,0,0,14,5,4.44,1.58,0,2,0,3,1,2,,,,,2,,,,,,,,,,
ENG-Premier League,2425,West Ham,Edson Álvarez,MEX,MF,26,19.7,0,1,1,9,1,12,1,0.61,0.05,42,18,4,7,18,26,,,,,1,,,,,,,,,,
ENG-Premier League,2425,West Ham,Emerson Palmieri,ITA,"DF,MF",29,23.5,2,1,3,5,0,16,7,0.68,0.3,25,13,0,62,22,31,,,,,1,,,,,,,,,,
ENG-Premier League,2425,West Ham,Evan Ferguson,IRL,FW,19,1.7,0,0,0,0,0,5,1,2.88,0.58,1,2,0,0,1,1,,,,,0,,,,,,,,,,
ENG-Premier League,2425,West Ham,Guido Rodríguez,ARG,MF,30,12.8,0,1,1,6,0,8,1,0.63,0.08,18,12,2,5,13,21,,,,,1,,,,,,,,,,
ENG-Premier League,2425,West Ham,James Ward-Prowse,ENG,MF,29,11.5,1,1,2,2,0,12,4,1.04,0.35,10,4,0,48,8,14,,,,,1,,,,,,,,,,
ENG-Premier League,2425,West Ham,Jarrod Bowen,ENG,"MF,FW",27,33.0,13,8,21,1,0,87,37,2.63,1.12,20,51,10,106,16,25,,,,,8,,,,,,,,,,
ENG-Premier League,2425,West Ham,Jean-Clair Todibo,FRA,DF,24,20.3,0,0,0,3,0,5,0,0.25,0.0,16,6,0,3,23,26,,,,,0,,,,,,,,,,
ENG-Premier League,2425,West Ham,Kaelan Casey,ENG,DF,19,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,West Ham,Konstantinos Mavropanos,GRE,DF,26,22.7,0,0,0,6,1,18,5,0.79,0.22,17,16,3,2,39,23,,,,,0,,,,,,,,,,
ENG-Premier League,2425,West Ham,Lewis Orford,ENG,MF,18,0.5,0,0,0,0,0,1,0,1.84,0.0,0,0,0,1,1,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,West Ham,Lucas Paquetá,BRA,"MF,FW",26,26.4,4,0,4,10,0,41,6,1.55,0.23,53,62,5,29,17,36,,,,,0,,,,,,,,,,
ENG-Premier League,2425,West Ham,Luis Guilherme,BRA,MF,18,1.7,0,0,0,0,0,4,1,2.4,0.6,0,4,0,8,3,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,West Ham,Max Kilman,ENG,DF,27,37.2,0,1,1,5,0,13,3,0.35,0.08,23,13,2,4,36,26,,,,,1,,,,,,,,,,
ENG-Premier League,2425,West Ham,Michail Antonio,JAM,FW,34,9.3,1,1,2,1,0,19,4,2.05,0.43,12,7,4,25,0,2,,,,,1,,,,,,,,,,
ENG-Premier League,2425,West Ham,Mohammed Kudus,GHA,"MF,FW",23,28.8,5,3,8,2,1,75,22,2.61,0.76,39,64,18,81,4,23,,,,,3,,,,,,,,,,
ENG-Premier League,2425,West Ham,Niclas Füllkrug,GER,FW,31,8.8,3,2,5,2,0,16,7,1.82,0.8,21,6,10,1,1,2,,,,,2,,,,,,,,,,
ENG-Premier League,2425,West Ham,Oliver Scarles,ENG,"MF,DF",18,7.4,0,0,0,1,0,3,0,0.41,0.0,5,2,1,15,11,9,,,,,0,,,,,,,,,,
ENG-Premier League,2425,West Ham,Tomáš Souček,CZE,MF,29,28.5,9,1,10,8,0,55,18,1.93,0.63,47,25,4,13,20,22,,,,,1,,,,,,,,,,
ENG-Premier League,2425,West Ham,Vladimír Coufal,CZE,"DF,MF",31,11.9,0,0,0,5,0,7,2,0.59,0.17,22,16,0,28,8,16,,,,,0,,,,,,,,,,
ENG-Premier League,2425,West Ham,Łukasz Fabiański,POL,GK,39,12.9,0,0,0,2,0,0,0,0.0,0.0,2,1,0,0,0,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Wolves,Alfie Pond,ENG,DF,20,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Wolves,André,BRA,MF,23,27.5,0,0,0,7,0,10,1,0.36,0.04,36,34,0,0,37,55,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Wolves,Boubacar Traoré,MLI,MF,22,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Wolves,Carlos Forbs,POR,MF,20,2.7,0,0,0,2,0,2,0,0.75,0.0,2,1,0,8,1,4,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Wolves,Chiquinho,POR,"FW,MF",24,0.1,0,0,0,0,0,0,0,0.0,0.0,1,0,0,1,0,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Wolves,Craig Dawson,ENG,DF,34,10.8,0,0,0,2,0,5,1,0.46,0.09,6,5,2,0,10,4,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Wolves,Daniel Bentley,ENG,GK,31,2.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Wolves,Daniel Podence,POR,"FW,MF",28,0.5,0,0,0,0,0,1,0,1.87,0.0,0,2,0,1,0,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Wolves,Emmanuel Agbadou,CIV,DF,27,15.7,1,0,1,3,0,7,2,0.45,0.13,8,4,1,2,12,19,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Wolves,Gonçalo Guedes,POR,"MF,FW",27,11.1,2,4,6,1,0,27,8,2.44,0.72,14,17,3,22,3,6,,,,,4,,,,,,,,,,
ENG-Premier League,2425,Wolves,Hwang Hee-chan,KOR,"MF,FW",28,7.3,2,0,2,0,0,5,3,0.68,0.41,6,9,0,7,3,4,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Wolves,Jean-Ricner Bellegarde,HAI,MF,26,18.6,2,7,9,3,0,22,5,1.18,0.27,31,46,1,42,8,23,,,,,7,,,,,,,,,,
ENG-Premier League,2425,Wolves,José Sá,POR,GK,31,29.0,0,0,0,2,0,0,0,0.0,0.0,4,9,0,0,0,2,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Wolves,João Gomes,BRA,MF,23,33.0,3,1,4,11,1,35,7,1.06,0.21,70,46,1,29,25,78,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Wolves,Jørgen Strand Larsen,NOR,FW,24,28.7,14,4,18,4,0,54,34,1.88,1.18,46,19,16,6,5,7,,,,,4,,,,,,,,,,
ENG-Premier League,2425,Wolves,Mario Lemina,GAB,"MF,DF",30,15.2,1,3,4,4,0,18,5,1.19,0.33,17,8,4,10,26,33,,,,,3,,,,,,,,,,
ENG-Premier League,2425,Wolves,Marshall Munetsi,ZIM,"MF,FW",28,12.0,2,1,3,0,0,22,7,1.84,0.58,18,10,3,10,6,11,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Wolves,Mateus Mane,POR,MF,16,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Wolves,Matheus Cunha,BRA,MF,25,28.9,15,6,21,4,0,110,44,3.81,1.52,43,71,8,143,14,23,,,,,6,,,,,,,,,,
ENG-Premier League,2425,Wolves,Matt Doherty,IRL,"DF,MF",32,23.4,2,1,3,6,0,10,3,0.43,0.13,18,11,2,22,22,21,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Wolves,Nasser Djiga,BFA,DF,21,0.7,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,2,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Wolves,Nélson Semedo,POR,"MF,DF",30,32.1,0,4,4,8,0,18,7,0.56,0.22,48,30,4,63,23,38,,,,,4,,,,,,,,,,
ENG-Premier League,2425,Wolves,Pablo Sarabia,ESP,MF,32,9.0,3,2,5,3,0,17,8,1.88,0.88,16,15,5,45,4,9,,,,,2,,,,,,,,,,
ENG-Premier League,2425,Wolves,Pedro Lima,BRA,MF,18,0.8,0,0,0,0,0,1,1,1.29,1.29,1,1,1,5,2,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Wolves,Rayan Aït-Nouri,ALG,"MF,DF",23,34.5,4,7,11,7,1,36,13,1.04,0.38,30,46,6,94,24,55,,,,,7,,,,,,,,,,
ENG-Premier League,2425,Wolves,Rodrigo Gomes,POR,MF,21,9.0,2,0,2,0,0,7,3,0.78,0.33,4,6,0,23,6,14,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Wolves,Sam Johnstone,ENG,GK,31,7.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Wolves,Santiago Bueno,URU,DF,25,18.7,0,0,0,2,0,6,3,0.32,0.16,27,5,0,0,13,20,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Wolves,Tom King,WAL,GK,29,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,0,,,,,,,,,,
ENG-Premier League,2425,Wolves,Tommy Doyle,ENG,MF,22,5.4,0,1,1,1,0,9,2,1.66,0.37,5,5,0,15,5,7,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Wolves,Toti Gomes,POR,DF,25,29.0,0,1,1,7,0,7,3,0.24,0.1,24,15,4,13,26,43,,,,,1,,,,,,,,,,
ENG-Premier League,2425,Wolves,Yerson Mosquera,COL,DF,23,4.9,0,0,0,2,0,2,0,0.41,0.0,6,7,1,2,10,6,,,,,0,,,,,,,,,,
