PLAYER_NAME,PLAYER_POSITION,HEIGHT_IN,DRAFT_PICK
Gerald Glass,SF,77.0,20
Mike Glenn,SG,74.0,53
Norman Glick,SF,78.0,61
Georgi Glouchkov,SF,80.0,328
Clarence Glover,SF,80.0,10
Dion Glover,SG,77.0,20
Andreas Glyniadakis,C,85.0,88
Mike Gminski,C,83.0,7
Rudy Gobert,C,85.0,27
Dan Godfread,SF,82.0,61
Tom Gola,SG,78.0,61
Ben Goldfaden,SF,73.0,61
Vladislav Goldin,C,84.0,61
Anthony Goldwire,SG,74.0,82
Ryan Gomes,SF,79.0,80
Glen Gondrezick,SF,78.0,56
Grant Gondrezick,SG,77.0,167
Hugo González,SG,78.0,28
Drew Gooden,SF,82.0,4
Gail Goodrich,SG,73.0,61
Steve Goodrich,C,82.0,61
Archie Goodwin,SG,77.0,29
Brandon Goodwin,SG,72.0,61
Jordan Goodwin,SG,75.0,61
Wilfred Goodwin,SF,74.0,61
Aaron Gordon,SF,80.0,4
Ben Gordon,SG,75.0,3
Drew Gordon,PF,81.0,61
Eric Gordon,SG,75.0,7
Lancaster Gordon,SG,75.0,8
Paul Gordon,SF,75.0,61
Marcin Gortat,C,83.0,87
Jazian Gortman,SG,74.0,61
Leo Gottlieb,SG,71.0,61
Andrew Goudelock,SG,75.0,76
Bato Govedarica,SG,71.0,84
Joe Graboski,SF,80.0,61
Ricky Grace,SG,73.0,127
Devonte' Graham,SG,73.0,64
Greg Graham,SG,76.0,17
Joey Graham,SF,79.0,16
Mal Graham,SG,73.0,11
Orlando Graham,SF,80.0,70
Paul Graham,SG,78.0,61
Stephen Graham,SG,78.0,61
Treveon Graham,SG,77.0,61
Jim Grandholm,C,84.0,166
Ronnie Grandison,SF,78.0,220
Danny Granger,SF,81.0,17
Stewart Granger,SG,75.0,24
Brian Grant,PF,81.0,8
Bud Grant,SF,75.0,61
Gary Grant,SG,75.0,15
Greg Grant,SG,67.0,82
Harvey Grant,SF,81.0,12
Horace Grant,C,82.0,10
Jerami Grant,SF,79.0,69
Jerian Grant,SG,76.0,19
Josh Grant,SF,81.0,73
Paul Grant,C,84.0,20
Travis Grant,SF,79.0,13
Donte Grantham,SF,80.0,61
Don Grate,SG,74.0,61
Butch Graves,SF,75.0,128
Hassani Gravett,SG,74.0,61
Aaron Gray,C,84.0,79
Devin Gray,SF,79.0,61
Ed Gray,SG,75.0,22
Evric Gray,SF,79.0,61
Gary Gray,SG,73.0,86
Hayden Gray,SG,76.0,61
Josh Gray,SG,72.0,61
Leonard Gray,SF,80.0,56
RaiQuan Gray,SF,79.0,89
Stuart Gray,C,84.0,59
Sylvester Gray,SF,78.0,65
Wyndol Gray,SG,73.0,61
Jeff Grayer,SG,77.0,13
Bob Greacen,SF,79.0,47
A.C. Green,SF,81.0,23
AJ Green,SG,76.0,61
Danny Green,SG,78.0,76
Devin Green,SG,79.0,61
Draymond Green,SF,78.0,65
Erick Green,SG,76.0,76
Gerald Green,SG,79.0,18
JaMychal Green,PF,81.0,61
Jalen Green,SG,76.0,2
Javonte Green,SG,77.0,61
Jeff Green,SF,80.0,5
Johnny Green,SF,77.0,5
Josh Green,SG,78.0,18
Ken Green,SF,80.0,64
Kenny Green,SG,78.0,12
Lamar Green,SF,79.0,93
Litterial Green,SG,73.0,69
Luther Green,SF,79.0,101
Mike Green,C,82.0,4
Rickey Green,SG,72.0,16
Sean Green,SG,77.0,71
Si Green,SG,74.0,1
Sidney Green,SF,81.0,5
Steve Green,SF,79.0,60
Taurean Green,SG,72.0,82
Tommy Green,SG,74.0,65
Willie Green,SG,75.0,71
Donte Greene,SF,83.0,28
Orien Greene,SG,76.0,83
Jerry Greenspan,SF,77.0,84
David Greenwood,SF,81.0,2
Hal Greer,SG,74.0,43
Lynn Greer,SG,74.0,61
Gary Gregor,SF,79.0,8
Claude Gregory,SF,80.0,71
John Greig,SF,79.0,125
Norm Grekin,SF,77.0,61
Kevin Grevey,SG,77.0,18
AJ Griffin,SF,78.0,16
Adrian Griffin,SG,77.0,61
Blake Griffin,SF,81.0,1
Eddie Griffin,C,82.0,7
Greg Griffin,SF,79.0,161
Paul Griffin,SF,81.0,194
Taylor Griffin,SF,79.0,78
Darrell Griffith,SG,76.0,2
Chuck Grigsby,SG,77.0,61
Quentin Grimes,SG,77.0,25
Derek Grimm,SF,81.0,61
George Grimshaw,SG,73.0,61
Dick Groat,SG,71.0,3
Bob Gross,SF,78.0,55
Jerry Grote,SG,76.0,118
Alex Groza,C,79.0,2
Anthony Grundy,SG,75.0,61
Ernie Grunfeld,SG,78.0,11
Gene Guarilia,SF,77.0,44
Petur Gudmundsson,C,86.0,121
Marko Guduric,SG,78.0,61
Richie Guerin,SG,76.0,47
Mouhamadou Gueye,SF,81.0,61
Mouhamed Gueye,SF,83.0,69
Tom Gugliotta,SF,82.0,6
Andres Guibert,C,82.0,61
Jay Guidinger,C,82.0,61
Coulby Gunther,SF,76.0,61
Dave Gunther,SF,79.0,266
Al Guokas,Unknown,,61
Matt Guokas,SG,78.0,9
Matt Guokas,SG,75.0,61
Jorge Gutierrez,SG,75.0,61
Kyle Guy,SG,73.0,85
A.J. Guyton,SG,74.0,62
Seung-Jin Ha,C,87.0,76
Rui Hachimura,SF,80.0,9
Rudy Hackett,SF,81.0,97
Hamed Haddadi,C,86.0,61
Scott Haffner,SG,75.0,75
Cliff Hagan,SF,76.0,61
Glenn Hagan,SG,72.0,73
Ashton Hagans,SG,75.0,61
Bob Hahn,C,82.0,61
Al Hairston,SG,73.0,172
Happy Hairston,SF,79.0,123
Lindsay Hairston,SF,79.0,154
Malik Hairston,SG,78.0,78
PJ Hairston,SF,78.0,26
Marcus Haislip,SF,82.0,13
Chuck Halbert,C,81.0,61
Harvey Halbrook,C,87.0,61
Bruce Hale,SG,73.0,61
Jack Haley,C,82.0,169
Tyrese Haliburton,SG,77.0,12
Shaler Halimon,SG,77.0,14
Devon Hall,SG,77.0,83
Donta Hall,SF,81.0,61
Jordan Hall,SG,79.0,61
Josh Hall,SF,81.0,61
Mike Hall,SF,80.0,61
PJ Hall,C,80.0,61
Tyler Hall,SG,76.0,61
Jeff Halliburton,SG,77.0,99
Darvin Ham,SF,79.0,61
Steve Hamer,C,84.0,68
Dale Hamilton,SG,72.0,61
Daniel Hamilton,SG,79.0,86
Dennis Hamilton,SF,80.0,61
Jordan Hamilton,SG,79.0,26
Justin Hamilton,C,84.0,75
Ralph Hamilton,Unknown,,61
Richard Hamilton,SG,79.0,7
Roylee Hamilton,SG,74.0,10
Steve Hamilton,SF,78.0,38
Tang Hamilton,SF,80.0,61
Thomas Hamilton,C,86.0,61
Zendon Hamilton,C,83.0,61
Geert Hammink,PF,84.0,26
Tom Hammonds,SF,81.0,9
AJ Hammons,C,84.0,76
R.J. Hampton,SG,76.0,24
Darrin Hancock,SF,79.0,68
Ben Handlogten,C,82.0,61
Cecil Hankins,SG,73.0,61
Phil Hankinson,SF,80.0,65
Dusty Hannahs,SG,75.0,61
Alex Hannum,SF,79.0,61
Don Hanrahan,SF,79.0,61
Rollen Hans,SG,74.0,61
Ben Hansbrough,SG,75.0,61
Tyler Hansbrough,SF,81.0,13
Bob Hansen,SG,78.0,114
Glenn Hansen,SG,76.0,61
Lars Hansen,C,82.0,331
Travis Hansen,SG,78.0,67
Reggie Hanson,SF,80.0,61
Bill Hanzlik,SF,79.0,20
Luke Harangody,SF,79.0,82
Anfernee Hardaway,SG,79.0,3
Tim Hardaway,SG,72.0,14
Tim Hardaway Jr.,SG,77.0,24
James Harden,SG,77.0,3
Reggie Harding,C,84.0,198
Charlie Hardnett,SF,80.0,79
Alan Hardy,SG,78.0,61
Jaden Hardy,SG,75.0,67
James Hardy,SF,80.0,11
John Hargis,SG,74.0,61
Elijah Harkless,SG,75.0,61
Maurice Harkless,SF,79.0,15
Jerry Harkness,SG,74.0,39
Skip Harlicka,SG,73.0,13
Jerome Harmon,SG,76.0,61
Derek Harper,SG,76.0,11
Dylan Harper,SG,77.0,2
Jared Harper,SG,70.0,61
Justin Harper,PF,82.0,62
Mike Harper,C,82.0,116
Ron Harper,SG,78.0,8
Ron Harper Jr.,SG,77.0,61
Matt Harpring,SF,79.0,15
Montrezl Harrell,PF,79.0,62
Josh Harrellson,PF,82.0,75
Adam Harrington,SG,77.0,61
Al Harrington,SF,81.0,25
Junior Harrington,SG,76.0,61
Othella Harrington,PF,81.0,60
Art Harris,SG,76.0,46
Bernie Harris,SF,82.0,153
Bob Harris,SF,79.0,3
Chris Harris,SG,75.0,61
Devin Harris,SG,75.0,5
Elias Harris,SF,80.0,61
Gary Harris,SG,76.0,19
Jalen Harris,SG,77.0,89
Joe Harris,SG,78.0,63
Kevon Harris,SG,77.0,61
Lucious Harris,SG,77.0,58
Manny Harris,SG,77.0,61
Mike Harris,SF,78.0,61
Steve Harris,SG,77.0,19
Terrel Harris,SG,76.0,61
Tobias Harris,SF,80.0,19
Tony Harris,SG,75.0,61
Aaron Harrison,SG,78.0,61
Andrew Harrison,SG,78.0,74
Bob Harrison,SG,73.0,61
David Harrison,C,84.0,29
Shaquille Harrison,SG,76.0,61
Jason Hart,SG,75.0,79
Josh Hart,SG,77.0,30
Isaiah Hartenstein,PF,84.0,73
Antonio Harvey,PF,83.0,61
Donnell Harvey,SF,80.0,22
Kenny Hasbrouck,SG,75.0,61
Scott Haskin,SF,83.0,14
Clem Haskins,SG,75.0,3
Udonis Haslem,SF,79.0,61
Trenton Hassell,SF,77.0,59
Billy Hassett,SG,70.0,61
Joey Hassett,SG,77.0,112
Scott Hastings,SF,82.0,59
Kirk Haston,SF,81.0,16
Vern Hatton,SG,75.0,39
Sam Hauser,SF,79.0,61
John Havlicek,SF,77.0,7
Spencer Hawes,PF,85.0,10
Steve Hawes,C,81.0,54
Connie Hawkins,SF,80.0,61
Hersey Hawkins,SG,75.0,6
Jordan Hawkins,SG,77.0,14
Juaquin Hawkins,SF,79.0,61
Marshall Hawkins,SF,75.0,61
Michael Hawkins,SG,72.0,61
Robert Hawkins,SG,76.0,111
Tom Hawkins,SF,77.0,3
Nate Hawthorne,SG,76.0,298
Chuck Hayes,PF,78.0,61
Elvin Hayes,SF,81.0,1
Jarvis Hayes,SF,80.0,10
Jaxson Hayes,PF,84.0,8
Killian Hayes,SG,76.0,7
Steve Hayes,C,84.0,166
Nigel Hayes-Davis,SF,79.0,61
Gordon Hayward,SF,79.0,9
Lazar Hayward,SF,78.0,30
Brendan Haywood,C,84.0,20
Spencer Haywood,SF,80.0,60
John W. Hazen,SG,74.0,61
Walt Hazzard,SG,74.0,61
Luther Head,SG,75.0,24
Shane Heal,SG,72.0,61
Brian Heaney,SG,74.0,755
Garfield Heard,SF,78.0,100
Reggie Hearn,SG,77.0,61
Herm Hedderick,SG,77.0,61
Alvin Heggs,SF,80.0,61
Tom Heinsohn,SF,79.0,61
Dick Hemric,SF,78.0,40
Alan Henderson,PF,81.0,16
Cedric Henderson,SF,79.0,74
Cedric Henderson,SF,80.0,62
Dave Henderson,SG,77.0,118
Gerald Henderson,SG,74.0,124
Gerald Henderson,SG,77.0,12
J.R. Henderson,SF,80.0,86
Jerome Henderson,SF,83.0,61
Kevin Henderson,SG,76.0,110
Scoot Henderson,SG,75.0,3
Tom Henderson,SG,75.0,7
Taylor Hendricks,SF,81.0,9
Mark Hendrickson,SF,81.0,61
Larry Hennessy,SG,75.0,61
Don Henriksen,SF,79.0,61
Aaron Henry,SF,77.0,61
Al Henry,C,81.0,12
Bill Henry,C,81.0,61
Carl Henry,SG,78.0,170
Conner Henry,SG,79.0,179
Myke Henry,SF,78.0,61
Skeeter Henry,SG,79.0,61
Xavier Henry,SF,78.0,12
John Henson,PF,81.0,14
Steve Henson,SG,73.0,74
Chucky Hepburn,SG,72.0,61
Bill Herman,SG,75.0,61
Clarence Hermsen,C,81.0,61
Dewan Hernandez,PF,82.0,89
Juancho Hernangomez,SF,81.0,15
Willy Hernangomez,PF,83.0,65
Chris Herren,SG,74.0,63
Carl Herrera,SF,81.0,60
Walter Herrmann,SF,81.0,61
Tyler Herro,SG,77.0,13
Keith Herron,SG,78.0,54
Sidney Hertzberg,SG,70.0,61
Kevin Hervey,SF,81.0,87
Fred Hetzel,SF,80.0,1
Bill Hewitt,SF,79.0,11
Jack Hewson,SF,78.0,61
Art Heyman,SG,77.0,1
Mario Hezonja,SF,80.0,5
Roy Hibbert,C,86.0,17
Matthew Hickey,SG,71.0,61
Isaiah Hicks,SF,81.0,61
Phil Hicks,SF,79.0,57
JJ Hickson,PF,81.0,19
Buddy Hield,SG,76.0,6
Cory Higgins,SG,77.0,61
Mike Higgins,SF,81.0,61
Rod Higgins,SF,79.0,61
Sean Higgins,SG,81.0,84
Kenny Higgs,SG,72.0,61
Johnny High,SG,75.0,54
Haywood Highsmith,SF,77.0,61
Wayne Hightower,SF,80.0,5
  Nene,PF,83.0,7
Armond Hill,SG,76.0,9
Cleo Hill,SG,73.0,8
Gary Hill,SG,76.0,41
George Hill,SG,76.0,26
Grant Hill,SF,80.0,3
Herbert Hill,PF,82.0,85
Jordan Hill,PF,82.0,8
Malcolm Hill,SF,78.0,61
Solomon Hill,SF,78.0,23
Steven Hill,C,84.0,61
Tyrone Hill,SF,81.0,11
Art Hillhouse,C,79.0,61
Darrun Hilliard,SG,78.0,68
Darnell Hillman,SF,81.0,8
Fred Hilton,SG,75.0,49
Kirk Hinrich,SG,76.0,7
Blake Hinson,SF,80.0,61
Roy Hinson,C,81.0,20
Nate Hinton,SG,77.0,61
Mel Hirsch,SG,66.0,61
Lew Hitch,SF,80.0,49
Robert Hite,SG,74.0,61
Jaylen Hoard,SF,80.0,61
Darington Hobson,SG,79.0,67
D'Moi Hodge,SG,75.0,61
Donald Hodge,SF,84.0,63
Julius Hodge,SG,79.0,20
Craig Hodges,SG,74.0,108
Adolph Hoefer,SG,69.0,61
Paul Hoffman,SG,74.0,61
Bob Hogsett,SF,79.0,61
Paul Hogue,C,81.0,2
Fred Hoiberg,SG,77.0,82
Doug Holcomb,SF,76.0,61
Randy Holcomb,SF,81.0,86
Aaron Holiday,SG,72.0,23
Jrue Holiday,SG,76.0,17
Justin Holiday,SF,78.0,61
Brad Holland,SG,75.0,14
Joe Holland,SF,76.0,61
John Holland,SG,77.0,61
Wilbur Holland,SG,72.0,195
Ronald Holland II,SF,80.0,5
Lionel Hollins,SG,75.0,6
Ryan Hollins,C,84.0,80
Essie Hollis,SF,78.0,74
Rondae Hollis-Jefferson,SF,78.0,23
Richaun Holmes,SF,81.0,67
DaRon Holmes II,SF,81.0,22
Chet Holmgren,PF,85.0,2
Jim Holstein,SF,75.0,61
Alvin Holt,SF,79.0,61
Michael Holton,SG,76.0,113
Dick Holub,C,78.0,5
Joe Holup,SF,78.0,5
Red Holzman,SG,70.0,61
Caleb Homesley,SG,78.0,61
Jerald Honeycutt,SF,81.0,68
Tyler Honeycutt,SF,80.0,65
Derek Hood,SF,80.0,61
Rodney Hood,SG,80.0,23
Jalen Hood-Schifino,SG,77.0,17
Tom Hoover,C,81.0,6
Bob Hopkins,C,80.0,345
Dave Hoppen,C,83.0,125
Dennis Hopson,SF,77.0,3
Scotty Hopson,SG,79.0,61
Johnny Horan,SF,80.0,6
Cedrick Hordges,C,80.0,109
Al Horford,PF,80.0,3
Tito Horford,C,85.0,69
Ron Horn,SF,79.0,46
Jeff Hornacek,SG,76.0,76
Dennis Horner,SF,81.0,61
Robert Horry,PF,82.0,11
Ed Horton,C,80.0,69
Talen Horton-Tucker,SG,76.0,76
Wilmer Hosket,SF,79.0,10
Bob Houbregs,C,80.0,2
Eddie House,SG,73.0,67
Danuel House Jr.,SF,78.0,61
Caleb Houstan,SG,80.0,62
Allan Houston,SG,78.0,11
Byron Houston,SF,77.0,27
Tom Hovasse,SF,80.0,61
Brian Howard,SF,78.0,61
Dwight Howard,PF,82.0,1
Greg Howard,SF,81.0,10
Jett Howard,SG,80.0,11
Josh Howard,SF,79.0,29
Juwan Howard,SF,81.0,5
Markus Howard,SG,70.0,61
Mo Howard,SG,74.0,62
Otis Howard,SF,79.0,170
Stephen Howard,SF,81.0,61
William Howard,SF,80.0,61
Bailey Howell,SF,79.0,2
Bob Hubbard,C,78.0,61
Phil Hubbard,SF,80.0,15
Trevor Hudgins,SG,72.0,61
Lester Hudson,SG,75.0,88
Lou Hudson,SF,77.0,4
Troy Hudson,SG,73.0,61
Marcelo Huertas,SG,75.0,61
Kevin Huerter,SG,78.0,19
Josh Huestis,SG,79.0,29
Jay Huff,C,85.0,61
Nate Huffman,C,85.0,61
Alfredrick Hughes,SF,77.0,14
Eddie Hughes,SG,70.0,320
Elijah Hughes,SG,77.0,69
Kim Hughes,C,83.0,105
Larry Hughes,SG,77.0,8
Rick Hughes,SF,81.0,61
Ariel Hukporti,C,84.0,88
Robbie Hummel,SF,81.0,88
John Hummer,SF,81.0,15
Ryan Humphrey,SF,80.0,19
Isaac Humphries,C,84.0,61
Jay Humphries,SG,75.0,13
Kris Humphries,SF,81.0,14
Rod Hundley,SG,76.0,1
Feron Hunt,SF,80.0,61
Brandon Hunter,SF,79.0,86
Cedric Hunter,SF,72.0,61
Chris Hunter,PF,83.0,61
De'Andre Hunter,SF,79.0,4
Les Hunter,SF,79.0,39
Lindsey Hunter,SG,74.0,10
Othello Hunter,SF,80.0,61
RJ Hunter,SG,77.0,28
Steven Hunter,C,84.0,15
Vincent Hunter,SF,80.0,61
CJ Huntley,SF,83.0,61
Bobby Hurley,SG,72.0,7
Roy Hurley,SF,74.0,61
Matt Hurt,SF,81.0,61
Geoff Huston,SG,74.0,110
Paul Huston,SF,75.0,8
Mel Hutchins,SF,78.0,2
Chandler Hutchison,SF,78.0,22
Joe Hutton,SG,73.0,61
Greg Hyder,SF,78.0,99
Bones Hyland,SG,74.0,26
Marc Iavaroni,SF,82.0,115
Serge Ibaka,SF,82.0,24
Oso Ighodaro,SF,83.0,70
Andre Iguodala,SG,78.0,9
Zydrunas Ilgauskas,C,87.0,20
Mile Ilic,C,85.0,73
Ersan Ilyasova,SF,81.0,66
Darrall Imhoff,C,82.0,3
Tom Ingelsby,SG,75.0,57
Joe Ingles,SF,80.0,61
Damien Inglis,SF,80.0,61
Andre Ingram,SG,75.0,61
Brandon Ingram,SF,80.0,2
Harrison Ingram,SF,77.0,78
Joel Ingram,SF,72.0,61
Byron Irvin,SG,77.0,22
Kyrie Irving,SG,74.0,1
Jonathan Isaac,SF,82.0,6
Dan Issel,C,81.0,332
Mike Iuzzolino,SG,70.0,65
Allen Iverson,SG,72.0,1
Jaden Ivey,SG,76.0,5
Royal Ivey,SG,76.0,67
Wes Iwundu,SF,78.0,63
Jarrett Jack,SG,75.0,22
Aaron Jackson,SG,75.0,61
Al Jackson,SG,73.0,61
Bobby Jackson,SG,73.0,23
Cedric Jackson,SG,75.0,61
Darnell Jackson,SF,81.0,82
Demetrius Jackson,SG,73.0,75
Frank Jackson,SG,75.0,61
GG Jackson,SF,81.0,75
Greg Jackson,SG,72.0,206
Isaiah Jackson,SF,80.0,22
Jaren Jackson,SG,78.0,61
Jermaine Jackson,SG,77.0,61
Jim Jackson,SF,78.0,4
Josh Jackson,SG,80.0,4
Justin Jackson,SF,80.0,15
Lucious Jackson,SF,81.0,4
Luke Jackson,SF,79.0,10
Marc Jackson,SF,82.0,67
Mark Jackson,SG,75.0,18
Michael Jackson,SG,74.0,77
Myron Jackson,SG,75.0,175
Phil Jackson,SF,80.0,47
Pierre Jackson,SG,70.0,72
Quenton Jackson,SG,76.0,61
Ralph Jackson,SG,74.0,161
Randell Jackson,SF,83.0,61
Reggie Jackson,SG,74.0,24
Stanley Jackson,SG,75.0,61
Stephen Jackson,SF,80.0,72
Tony Jackson,SG,72.0,177
Tracy Jackson,SG,78.0,55
Wardell Jackson,SF,79.0,248
Andre Jackson Jr.,SG,78.0,66
Jaren Jackson Jr.,PF,82.0,4
Trayce Jackson-Davis,SF,81.0,87
Winfred Jacobs,SF,75.0,61
Casey Jacobsen,SG,78.0,22
Sam Jacobson,SG,76.0,26
Kasparas Jakučionis,SG,77.0,20
Dave Jamerson,SG,77.0,15
Aaron James,SF,80.0,58
Bernard James,C,82.0,63
Bronny James,SG,74.0,85
Damion James,SF,79.0,24
Gene James,SF,76.0,61
Henry James,SF,80.0,61
Jerome James,C,85.0,66
Justin James,SG,79.0,70
LeBron James,SF,81.0,1
Mike James,SG,74.0,61
Mike James,SG,73.0,61
Sion James,SG,77.0,63
Tim James,SF,79.0,25
Antawn Jamison,SF,81.0,4
Harold Jamison,SF,81.0,61
John Janisch,SF,75.0,61
Howie Janotta,SF,75.0,61
Jaime Jaquez Jr.,SG,78.0,18
Marko Jaric,SG,79.0,60
Tony Jaros,SF,75.0,61
DeJon Jarreau,SG,77.0,61
Sarunas Jasikevicius,SG,76.0,61
Nathan Jawai,SF,82.0,71
Buddy Jeannette,SG,71.0,61
Abdul Jeelani,SF,80.0,61
Chris Jefferies,SF,80.0,27
Othyus Jeffers,SG,77.0,61
Al Jefferson,C,82.0,15
Amile Jefferson,SF,81.0,61
Cory Jefferson,SF,81.0,90
Dontell Jefferson,SG,77.0,61
Richard Jefferson,SF,79.0,13
DaQuan Jeffries,SG,77.0,61
Jared Jeffries,SF,83.0,11
Trey Jemison III,C,82.0,61
Charles Jenkins,SG,75.0,74
Daniss Jenkins,SG,76.0,61
Horace Jenkins,SG,73.0,61
John Jenkins,SG,76.0,23
Brandon Jennings,SG,73.0,10
Keith Jennings,SG,67.0,61
Chris Jent,SF,79.0,61
Les Jepsen,SG,84.0,58
Jonas Jerebko,SF,82.0,69
Ty Jerome,SG,77.0,24
Curtis Jerrells,SG,73.0,61
Grant Jerrett,SF,82.0,70
Pooh Jeter,SG,71.0,61
Isaiah Joe,SG,76.0,79
Britton Johnsen,SF,82.0,61
AJ Johnson,SG,77.0,23
Alexander Johnson,SF,81.0,75
Alize Johnson,SF,79.0,80
Amir Johnson,PF,81.0,86
Andy Johnson,SF,77.0,61
Anthony Johnson,SG,75.0,69
Armon Johnson,SG,75.0,64
Arnie Johnson,SF,77.0,61
Avery Johnson,SG,71.0,61
BJ Johnson,SF,79.0,61
Brice Johnson,SF,82.0,25
Buck Johnson,SF,79.0,20
Cameron Johnson,SF,80.0,11
Carldell Johnson,SG,70.0,61
Chaney Johnson,SG,79.0,61
Charlie Johnson,SG,72.0,243
Chris Johnson,SF,83.0,61
Chris Johnson,SF,78.0,61
Clay Johnson,SG,76.0,230
Clemon Johnson,C,82.0,74
Dakari Johnson,C,84.0,78
Darryl Johnson,SG,73.0,118
Dave Johnson,SG,79.0,26
David Johnson,SG,71.0,61
David Johnson,SG,76.0,77
DeMarco Johnson,SF,81.0,68
Dennis Johnson,SG,76.0,59
DerMarr Johnson,SF,81.0,6
Eddie Johnson,SG,79.0,59
Eddie Johnson,SG,74.0,109
Eric Johnson,SG,74.0,61
Ervin Johnson,C,83.0,23
Frank Johnson,SG,75.0,11
George Johnson,C,83.0,9
George Johnson,SF,79.0,12
George Johnson,C,83.0,199
Gus Johnson,SF,78.0,40
Harold Johnson,C,78.0,61
Ivan Johnson,SF,80.0,61
JaJuan Johnson,SF,82.0,27
Jalen Johnson,SF,80.0,20
James Johnson,SF,79.0,16
Joe Johnson,SG,79.0,10
John Johnson,SF,79.0,7
Kannard Johnson,SF,81.0,71
Keldon Johnson,SF,78.0,29
Ken Johnson,PF,82.0,78
Ken Johnson,SF,80.0,58
Keon Johnson,SG,77.0,21
Keshad Johnson,SF,78.0,61
Kevin Johnson,SG,73.0,7
Keyontae Johnson,SF,76.0,80
Larry Johnson,SF,79.0,1
Larry Johnson,SG,75.0,54
Lee Johnson,SF,83.0,17
Linton Johnson,SF,80.0,61
Lynbert Johnson,SF,77.0,114
Magic Johnson,SF,81.0,1
Marques Johnson,SF,79.0,3
Mickey Johnson,SF,82.0,146
Neil Johnson,SF,79.0,45
Nick Johnson,SG,75.0,72
Ollie Johnson,SF,78.0,60
Omari Johnson,SF,81.0,61
Orlando Johnson,SG,77.0,66
Reggie Johnson,SF,81.0,15
Rich Johnson,C,79.0,136
Ron Johnson,SF,80.0,42
Stanley Johnson,SF,78.0,8
Steffond Johnson,SF,80.0,220
Steve Johnson,C,82.0,7
Tre Johnson,SG,77.0,6
Trey Johnson,SG,77.0,61
Tyler Johnson,SG,75.0,61
Vinnie Johnson,SG,74.0,7
Wesley Johnson,SF,79.0,4
Darius Johnson-Odom,SG,74.0,85
Nate Johnston,C,80.0,119
Neil Johnston,C,80.0,61
Jim Johnstone,C,83.0,111
Nikola Jokić,C,83.0,71
Howie Jolliff,SF,79.0,230
Alvin Jones,C,83.0,86
Anthony Jones,SG,78.0,21
Askia Jones,SF,77.0,61
Bill Jones,SF,79.0,270
Bobby Jones,SF,81.0,5
Bobby Jones,SF,79.0,67
Caldwell Jones,C,83.0,62
Carlik Jones,SG,72.0,61
Charles Jones,PF,81.0,375
Charles Jones,SF,80.0,66
Charles R. Jones,SG,75.0,61
Colby Jones,SG,78.0,64
Curtis Jones,SG,75.0,61
Dahntay Jones,SG,78.0,20
Damian Jones,C,82.0,30
Damon Jones,SG,75.0,61
DeQuan Jones,SF,80.0,61
Dillon Jones,SF,77.0,26
Dominique Jones,SG,77.0,25
Dontae' Jones,SF,80.0,21
Dwayne Jones,PF,83.0,61
Dwight Jones,SF,82.0,9
Earl Jones,C,84.0,23
Eddie Jones,SG,78.0,10
Edgar Jones,SF,82.0,61
Fred Jones,SG,74.0,14
Herbert Jones,SF,79.0,65
Isaac Jones,SF,80.0,61
Jake Jones,SG,75.0,247
Jalen Jones,SF,79.0,61
James Jones,SG,80.0,79
Jemerrio Jones,SF,77.0,61
Jimmy Jones,SG,76.0,43
Johnny Jones,SF,79.0,61
Jumaine Jones,SF,80.0,27
K.C. Jones,SG,73.0,61
Kai Jones,PF,83.0,19
Kam Jones,SG,76.0,68
Kevin Jones,SF,80.0,61
Larry Jones,SG,74.0,80
Major Jones,SF,81.0,50
Mark Jones,SG,78.0,172
Mark Jones,Unknown,,172
Mason Jones,SG,76.0,61
Nick Jones,SG,74.0,91
Ozell Jones,C,83.0,180
Popeye Jones,SF,80.0,71
Rich Jones,SF,80.0,178
Robin Jones,C,81.0,61
Sam Jones,SG,76.0,8
Shelton Jones,SF,80.0,57
Solomon Jones,SF,82.0,63
Spencer Jones,SF,79.0,61
Steve Jones,SG,77.0,61
Terrence Jones,SF,81.0,18
Tre Jones,SG,73.0,71
Tyus Jones,SG,72.0,24
Wali Jones,SG,74.0,78
Wallace Jones,SF,76.0,8
Wil Jones,SF,80.0,189
Willie Jones,SG,75.0,156
Willie Jones,SF,80.0,114
David Jones Garcia,SG,76.0,61
Perry Jones III,SF,83.0,28
Derrick Jones Jr.,SF,78.0,61
Adonis Jordan,SG,71.0,72
DeAndre Jordan,C,83.0,65
Eddie Jordan,SG,73.0,63
Jerome Jordan,C,84.0,74
Michael Jordan,SG,78.0,3
Reggie Jordan,SG,76.0,61
Thomas Jordan,SF,82.0,61
Walter Jordan,SF,79.0,174
Phil Jordon,C,82.0,61
Johnny Jorgensen,SG,74.0,61
Noble Jorgensen,C,81.0,61
Roger Jorgensen,C,77.0,61
Cory Joseph,SG,74.0,29
Garth Joseph,C,86.0,61
Kris Joseph,SF,79.0,81
Yvon Joseph,SF,83.0,66
Nikola Jović,SF,82.0,27
Jeff Judkins,SG,78.0,60
Johnny Juzang,SG,77.0,61
Mfiondu Kabengele,C,82.0,27
Edwin Kachan,Unknown,,61
George Kaftan,SF,75.0,61
Ed Kalafat,C,78.0,9
Georgios Kalaitzakis,SF,79.0,90
Ryan Kalkbrenner,C,85.0,64
Chris Kaman,C,84.0,6
Frank Kaminsky,PF,84.0,9
