PLAYER_NAME,PLAYER_POSITION,HEIGHT_IN,DRAFT_PICK
Tom Scheffler,C,83.0,267
Baylor Scheierman,SG,78.0,30
Dave Schellhase,SG,75.0,10
Luke Schenscher,C,85.0,61
Herb Scherer,C,81.0,61
Dwayne Schintzius,C,86.0,24
Dale Schlueter,C,82.0,213
Otto Schnellbacher,Unknown,,61
Dick Schnittker,SF,77.0,4
Russ Schoene,SF,82.0,75
Admiral Schofield,SF,77.0,72
Dave Scholz,SF,80.0,146
Milt Schoon,C,79.0,61
Detlef Schrempf,SF,82.0,8
Dennis Schröder,SG,73.0,17
Howie Schultz,SF,78.0,61
Dick Schulz,SF,74.0,61
John Schweitz,SG,78.0,288
Luis Scola,SF,81.0,85
Freddie Scolari,SG,71.0,61
Alvin Scott,SF,79.0,316
Brent Scott,PF,82.0,61
Byron Scott,SG,76.0,4
Charlie Scott,SG,77.0,286
Dennis Scott,SF,80.0,4
James Scott,SF,78.0,61
Mike Scott,SF,79.0,73
Ray Scott,SF,81.0,4
Shawnelle Scott,C,83.0,73
Trevon Scott,SF,80.0,61
Jay Scrubb,SG,77.0,85
Carey Scurry,SF,79.0,67
Dereon Seabron,SG,77.0,61
Bruce Seals,SF,80.0,51
Shea Seals,SG,77.0,61
Malik Sealy,SG,80.0,14
Ed Searcy,SF,78.0,202
Ken Sears,SF,81.0,4
Mark Sears,SG,72.0,61
Wayne See,SG,75.0,61
Thabo Sefolosha,SF,78.0,13
Rony Seikaly,C,83.0,9
Glen Selbo,SF,75.0,2
Josh Selby,SG,74.0,79
Wayne Selden,SG,77.0,61
Brad Sellers,SF,84.0,9
Phil Sellers,SF,76.0,98
Rollie Seltz,SG,70.0,61
Frank Selvy,SG,74.0,1
Jim Seminoff,SG,74.0,61
Mouhamed Sene,C,83.0,10
George Senesky,SG,74.0,61
Alperen Sengun,C,83.0,16
Brice Sensabaugh,SF,78.0,28
Kevin Seraphin,PF,82.0,17
Ansu Sesay,SF,81.0,60
Ramon Sessions,SG,75.0,86
Tom Sewell,SG,77.0,22
Collin Sexton,SG,75.0,8
Paul Seymour,SG,73.0,61
Nick Shaback,SG,71.0,61
Charles Shackleford,C,83.0,62
Carl Shaeffer,SG,75.0,61
Lee Shaffer,SF,79.0,5
Mustafa Shakur,SG,76.0,61
Landry Shamet,SG,77.0,26
God Shammgod,SG,72.0,75
Earl Shannon,SG,71.0,61
Howie Shannon,SG,74.0,1
Terrence Shannon Jr.,SG,78.0,27
Charlie Share,C,83.0,1
Bill Sharman,SG,73.0,61
Day'Ron Sharpe,C,82.0,29
Shaedon Sharpe,SG,77.0,7
Walter Sharpe,SF,81.0,62
John Shasky,C,83.0,121
Ron Shavlik,SF,80.0,4
Brian Shaw,SG,78.0,24
Casey Shaw,C,83.0,67
Marial Shayok,SG,77.0,84
Bob Shea,SF,74.0,61
Jamal Shead,SG,73.0,75
Fred Sheffield,SF,74.0,61
Craig Shelton,SF,79.0,58
Lonnie Shelton,SF,80.0,55
Tornike Shengelia,SF,81.0,84
Ben Sheppard,SG,78.0,26
Jeff Sheppard,SG,75.0,61
Reed Sheppard,SG,74.0,3
Steve Sheppard,SF,78.0,60
Edmund Sherod,SG,74.0,162
Charlie Shipp,SG,73.0,61
Paul Shirley,SF,82.0,61
Gene Short,SF,78.0,9
Purvis Short,SF,79.0,5
Dexter Shouse,SF,74.0,182
Dick Shrider,SG,74.0,61
Gene Shue,SG,74.0,3
Max Shulga,SG,76.0,87
John Shumate,SF,81.0,4
Iman Shumpert,SG,77.0,17
Alexey Shved,SG,78.0,61
Pascal Siakam,SF,80.0,27
Jordan Sibert,SG,76.0,61
Sam Sibert,SF,79.0,49
Mark Sibley,SG,74.0,154
Jerry Sichting,SG,73.0,172
Larry Siegfried,SG,75.0,3
Ralph Siewert,Unknown,,61
Jack Sikma,C,83.0,8
James Silas,SG,73.0,190
Paul Silas,SF,79.0,40
Xavier Silas,SG,77.0,61
Garret Siler,C,83.0,61
Mike Silliman,SF,78.0,279
Chris Silva,SF,80.0,61
Wayne Simien,SF,81.0,29
Ben Simmons,SG,82.0,1
Bobby Simmons,SF,78.0,71
Cedric Simmons,SF,81.0,15
Connie Simmons,C,80.0,61
Johnny Simmons,SG,73.0,61
Jonathon Simmons,SF,78.0,61
Kobi Simmons,SG,77.0,61
Lionel Simmons,SF,79.0,7
Miles Simon,SG,75.0,72
Marko Simonovic,C,84.0,74
Anfernee Simons,SG,75.0,24
Dickey Simpkins,PF,81.0,21
Diamon Simpson,SF,79.0,61
KJ Simpson,SG,74.0,72
Ralph Simpson,SG,77.0,11
Zavier Simpson,SG,72.0,61
Alvin Sims,SG,76.0,61
Bob Sims,SF,77.0,234
Courtney Sims,C,83.0,61
Doug Sims,SF,79.0,61
Henry Sims,PF,82.0,61
Jaylen Sims,SG,78.0,61
Jericho Sims,C,82.0,88
Scott Sims,SG,73.0,223
Kyle Singler,SF,80.0,63
Sean Singletary,SG,72.0,72
Chris Singleton,SF,81.0,18
James Singleton,SF,80.0,61
Mckinley Singleton,SF,77.0,270
Zeke Sinicola,SG,70.0,4
Deividas Sirvydis,SF,80.0,67
Charlie Sitton,SF,80.0,68
Peyton Siva,SG,72.0,86
Dmytro Skapintsev,C,84.0,61
Scott Skiles,SG,73.0,22
Al Skinner,SG,75.0,400
Brian Skinner,PF,81.0,22
Talvin Skinner,SF,77.0,104
Whitey Skoog,SG,71.0,61
Jeff Slade,SF,78.0,385
Reggie Slater,SF,79.0,61
Jim Slaughter,C,83.0,121
Jose Slaughter,SG,77.0,73
Jalen Slawson,SF,79.0,84
Tamar Slay,SG,80.0,83
Donald Sloan,SG,75.0,61
Jerry Sloan,SG,77.0,4
Uros Slokar,SF,82.0,88
Tom Sluby,SG,76.0,71
Alen Smailagic,SF,82.0,69
Javon Small,SG,73.0,78
Javonte Smart,SG,76.0,61
Keith Smart,SG,73.0,71
Marcus Smart,SG,75.0,6
Belus Smawley,SG,73.0,61
Jack Smiley,SG,75.0,61
Adrian Smith,SG,73.0,505
Bill Smith,C,84.0,102
Bill Smith,SF,77.0,162
Bingo Smith,SF,77.0,6
Bobby Smith,SG,76.0,78
Charles Smith,SF,82.0,3
Charles Smith,SG,76.0,26
Charles Smith,SF,73.0,61
Chris Smith,SG,75.0,64
Chris Smith,SG,74.0,61
Clinton Smith,SF,78.0,217
Craig Smith,SF,79.0,66
Deb Smith,SF,75.0,61
Derek Smith,SG,78.0,65
Don Smith,SG,72.0,49
Donald Smith,SF,74.0,61
Donta Smith,SG,79.0,64
Doug Smith,SF,82.0,6
Dru Smith,SG,74.0,61
Ed Smith,SF,78.0,6
Elmore Smith,C,85.0,3
Garfield Smith,C,81.0,92
Greg Smith,SF,77.0,140
Greg Smith,C,82.0,61
Ish Smith,SG,72.0,61
JR Smith,SG,78.0,18
Jabari Smith,C,83.0,75
Jalen Smith,PF,80.0,10
Jason Smith,PF,84.0,20
Jerry Smith,SG,74.0,42
Jim Smith,SF,81.0,114
Joe Smith,PF,82.0,1
Josh Smith,SF,81.0,17
Keith Smith,SG,75.0,75
Kenny Smith,SG,75.0,6
Labradford Smith,SF,75.0,19
Larry Smith,SF,80.0,54
Leon Smith,SF,82.0,29
Malachi Smith,SG,76.0,61
Michael Smith,SF,80.0,65
Michael Smith,SG,82.0,13
Mike Smith,SF,80.0,65
Nolan Smith,SG,74.0,21
Otis Smith,SF,77.0,71
Phil Smith,SG,76.0,59
Randy Smith,SG,75.0,284
Reggie Smith,SF,82.0,61
Robert Smith,SG,71.0,125
Russ Smith,SG,72.0,77
Sammy Smith,SF,76.0,108
Steven Smith,SG,80.0,5
Steven Smith,SF,81.0,61
Stevin Smith,SG,74.0,61
Terquavion Smith,SG,76.0,61
Theron Smith,SF,80.0,61
Tolu Smith,SF,83.0,61
Tony Smith,SG,76.0,81
Tyler Smith,SF,81.0,63
Willie Smith,SG,74.0,48
Zhaire Smith,SG,75.0,16
Dennis Smith Jr.,SG,75.0,9
Jabari Smith Jr.,SF,83.0,3
Nick Smith Jr.,SG,74.0,27
Rik Smits,C,88.0,2
Mike Smrek,C,84.0,55
Joe Smyth,SF,75.0,61
Xavier Sneed,SF,77.0,61
Tony Snell,SG,78.0,20
Eric Snow,SG,75.0,73
Dick Snyder,SG,77.0,44
Kirk Snyder,SF,78.0,16
George Sobek,SG,72.0,61
Ricky Sobers,SG,75.0,16
Ron Sobie,SG,75.0,6
Jeremy Sochan,SF,80.0,9
Mike Sojourner,C,81.0,10
Will Solomon,SG,73.0,62
Willie Somerset,SG,68.0,236
Darius Songaila,SF,81.0,79
Thomas Sorber,C,81.0,15
Dave Sorenson,SF,80.0,56
James Southerland,SF,80.0,61
Gino Sovran,SF,74.0,61
Pape Sow,SF,82.0,77
Ray Spalding,SF,81.0,86
Jim Spanarkel,SG,77.0,16
Vassilis Spanoulis,SG,76.0,80
Guy Sparrow,SF,78.0,79
Rory Sparrow,SG,74.0,165
Odie Spears,SF,77.0,61
Art Spector,SF,76.0,61
Marreese Speights,PF,82.0,16
Omari Spellman,SF,80.0,30
Andre Spencer,SF,78.0,61
Cam Spencer,SG,75.0,83
Elmore Spencer,C,84.0,25
Felton Spencer,C,84.0,6
Pat Spencer,SG,74.0,61
Lou Spicer,SF,74.0,61
Craig Spitzer,C,84.0,61
Tiago Splitter,PF,83.0,28
Art Spoelstra,C,81.0,124
Latrell Sprewell,SG,77.0,24
Larry Spriggs,SF,79.0,171
Jaden Springer,SG,76.0,28
Jim Springer,C,81.0,61
Jim Spruill,SF,74.0,61
Ryan Stack,SF,83.0,78
Jerry Stackhouse,SF,78.0,3
Kevin Stacom,SG,75.0,65
Dave Stallworth,SF,79.0,3
Isaac Stallworth,SF,77.0,7
Ed Stanczak,SF,73.0,61
Cassius Stanley,SG,77.0,84
Terence Stansbury,SG,77.0,15
John Starks,SG,77.0,61
Keith Starr,SG,78.0,142
Nik Stauskas,SG,78.0,8
Larry Staverman,SF,79.0,304
Larry Steele,SG,77.0,97
Matt Steigenga,SF,79.0,82
Vladimir Stepania,C,85.0,27
DJ Stephens,SG,77.0,61
Everette Stephens,SG,74.0,61
Jack Stephens,SG,75.0,37
Joe Stephens,SF,79.0,61
Lance Stephenson,SF,77.0,70
Alex Stepheson,SF,82.0,61
Brook Steppe,SG,77.0,17
Barry Stevens,SG,77.0,73
Isaiah Stevens,SG,71.0,61
Lamar Stevens,SF,79.0,61
Wayne Stevens,SF,75.0,229
DeShawn Stevenson,SF,77.0,23
DJ Stewart,SG,77.0,61
Dennis Stewart,SF,78.0,134
Isaiah Stewart,PF,80.0,16
Kebu Stewart,SF,80.0,65
Larry Stewart,SF,80.0,61
Michael Stewart,C,82.0,61
Norm Stewart,SF,77.0,61
Greg Stiemsma,C,83.0,61
Steve Stipanovich,C,83.0,2
Bryant Stith,SG,77.0,13
Sam Stith,SG,74.0,266
Tom Stith,SF,77.0,2
Alex Stivrins,SF,80.0,165
David Stockton,SG,71.0,61
John Stockton,SG,73.0,16
Peja Stojakovic,SF,82.0,14
Ed Stokes,C,84.0,65
Greg Stokes,SF,82.0,63
Jarnell Stokes,PF,81.0,65
Maurice Stokes,SF,79.0,2
Art Stolkey,SG,73.0,61
Diamond Stone,C,83.0,70
Julyan Stone,SG,78.0,61
Awvee Storey,SF,78.0,61
Damon Stoudamire,SG,70.0,7
Salim Stoudamire,SG,73.0,61
Amar'e Stoudemire,PF,82.0,9
Paul Stovall,SF,76.0,52
DJ Strawberry,SG,77.0,89
Joe Strawder,C,82.0,124
Julian Strawther,SG,78.0,29
Bill Stricker,SF,80.0,144
Erick Strickland,SG,75.0,61
Mark Strickland,SF,82.0,61
Rod Strickland,SG,75.0,19
Roger Strickland,SF,77.0,7
John Stroeder,SF,82.0,378
Derek Strong,SF,81.0,77
Lamont Strothers,SG,76.0,73
John Stroud,SF,79.0,57
Max Strus,SG,77.0,61
Rodney Stuckey,SG,77.0,15
Gene Stump,SF,74.0,61
Stan Stutz,SG,70.0,61
Jalen Suggs,SG,77.0,5
Gary Suiter,C,81.0,61
Jared Sullinger,PF,81.0,21
DaJuan Summers,SF,80.0,65
Edmond Sumner,SG,76.0,82
Barry Sumpter,SF,83.0,116
Yue Sun,SG,81.0,70
Don Sunderlage,SG,73.0,9
Bruno Sundov,C,86.0,65
Jon Sundvold,SG,74.0,16
Bob Sura,SG,77.0,17
Dick Surhoff,SF,76.0,61
Dane Suttle,SG,75.0,332
Greg Sutton,SG,74.0,79
Bennie Swain,SF,80.0,7
Caleb Swanigan,SF,81.0,26
Norm Swanson,SF,78.0,61
Dan Swartz,SF,76.0,61
Michael Sweetney,SF,80.0,9
Cole Swider,SF,80.0,61
Robert Swift,C,85.0,12
Stromile Swift,PF,82.0,2
Aaron Swinson,SF,77.0,61
Craig Sword,SG,75.0,61
Pape Sy,SF,79.0,83
Wallace Sydnor,SG,70.0,61
Keifer Sykes,SG,71.0,61
Larry Sykes,SF,81.0,61
Brett Szabo,C,83.0,61
Wally Szczerbiak,SG,79.0,6
Zan Tabak,C,84.0,81
Yuta Tabuse,SG,69.0,61
Chris Taft,SF,82.0,72
Sid Tannenbaum,SG,72.0,61
Dragan Tarlac,PF,83.0,61
Roy Tarpley,SF,84.0,7
Jae'Sean Tate,SF,76.0,61
Earl Tatum,SG,76.0,51
Jayson Tatum,SF,80.0,3
Edy Tavares,C,87.0,73
Anthony Taylor,SG,76.0,74
Brian Taylor,SG,74.0,53
Donell Taylor,SG,77.0,61
Fred Taylor,SG,77.0,57
Isaiah Taylor,SG,75.0,61
Jay Taylor,SF,75.0,61
Jeff Taylor,SG,76.0,72
Jeffery Taylor,SF,79.0,61
Jermaine Taylor,SG,76.0,62
Johnny Taylor,SF,81.0,17
Leonard Taylor,SF,80.0,61
Maurice Taylor,SF,81.0,14
Mike Taylor,SG,74.0,85
Roland Taylor,SG,72.0,497
Terry Taylor,SF,76.0,61
Tyshawn Taylor,SG,75.0,71
Vince Taylor,SG,77.0,64
Terry Teagle,SG,77.0,16
Jeff Teague,SG,75.0,19
Marquis Teague,SG,74.0,29
Mirza Teletovic,SF,81.0,61
Sebastian Telfair,SG,72.0,13
Jahmyl Telfort,SG,79.0,61
Garrett Temple,SG,77.0,61
Milos Teodosic,SG,77.0,61
Ira Terrell,SF,80.0,105
Jared Terrell,SG,75.0,61
Carlos Terry,SG,76.0,224
Chuck Terry,SG,78.0,59
Claude Terry,SG,77.0,102
Dalen Terry,SF,78.0,18
Emanuel Terry,SF,81.0,61
Jason Terry,SG,74.0,10
Tyrell Terry,SG,74.0,61
Jon Teske,C,85.0,61
Hasheem Thabeet,C,87.0,2
Tom Thacker,SG,74.0,61
Daniel Theis,PF,80.0,61
Reggie Theus,SG,78.0,9
Peter Thibeaux,SF,79.0,167
Bill Thieben,SF,78.0,61
Adou Thiero,SG,79.0,66
Justus Thigpen,SG,73.0,447
David Thirdkill,SF,79.0,15
Adonis Thomas,SG,79.0,61
Billy Thomas,SG,77.0,61
Brodric Thomas,SG,77.0,61
Cam Thomas,SG,75.0,27
Carl Thomas,SG,76.0,61
Charles Thomas,SG,75.0,61
Etan Thomas,C,82.0,12
Irving Thomas,SF,80.0,61
Isaiah Thomas,SG,69.0,90
Isiah Thomas,SG,73.0,2
Jamel Thomas,SF,78.0,61
James Thomas,SF,81.0,61
Jim Thomas,SG,75.0,70
Joe Thomas,SF,78.0,245
John Thomas,C,81.0,25
Kenny Thomas,SF,79.0,22
Khyri Thomas,SG,75.0,68
Kurt Thomas,PF,81.0,10
Lance Thomas,SF,80.0,61
Malcolm Thomas,SF,81.0,61
Matt Thomas,SG,75.0,61
Terry Thomas,SF,80.0,391
Tim Thomas,SF,82.0,7
Tyrus Thomas,SF,82.0,4
Trey Thompkins,SF,82.0,67
Amen Thompson,SG,79.0,4
Ausar Thompson,SG,79.0,5
Bernard Thompson,SG,78.0,19
Billy Thompson,SF,79.0,19
Brooks Thompson,SG,76.0,27
Corny Thompson,SF,80.0,110
David Thompson,SG,76.0,1
Dijon Thompson,SG,80.0,84
Ethan Thompson,SG,76.0,61
George Thompson,SG,74.0,186
Hollis Thompson,SG,80.0,61
Jason Thompson,PF,83.0,12
John Thompson,SF,82.0,85
Kevin Thompson,C,83.0,78
Klay Thompson,SG,77.0,11
LaSalle Thompson,PF,82.0,5
Mychal Thompson,C,82.0,1
Mychel Thompson,SF,78.0,61
Paul Thompson,SG,78.0,110
Stephen Thompson,SF,76.0,61
Tristan Thompson,PF,81.0,4
JT Thor,SF,81.0,67
Rod Thorn,SG,76.0,2
Al Thornton,SF,80.0,14
Bob Thornton,SF,82.0,177
Marcus Thornton,SF,76.0,73
Sindarius Thornwell,SG,76.0,78
Otis Thorpe,PF,82.0,9
Sedale Threatt,SG,74.0,289
Nate Thurmond,C,83.0,3
Mel Thurston,SG,72.0,61
Matisse Thybulle,SG,77.0,20
Howard Tidrick,Unknown,,61
Dan Tieman,SG,72.0,61
Killian Tillie,PF,81.0,61
Darren Tillis,C,83.0,23
Xavier Tillman,SF,80.0,65
Drew Timme,SF,81.0,61
Jack Tingle,SF,76.0,61
Jamaal Tinsley,SG,75.0,27
Wayman Tisdale,SF,81.0,2
Mike Tobey,C,84.0,61
Isaiah Todd,SF,81.0,61
Marko Todorovich,SF,77.0,61
Ray Tolbert,SF,81.0,18
Tom Tolbert,SF,79.0,64
Anthony Tolliver,SF,80.0,61
Dean Tolson,SF,80.0,200
Rudy Tomjanovich,SF,80.0,2
Nae'Qwan Tomlin,SF,80.0,61
Andrew Toney,SG,75.0,8
Sedric Toney,SG,74.0,119
John Tonje,SG,76.0,83
Andy Tonkovich,SG,73.0,1
Andy Toolson,SF,78.0,61
Jack Toomay,C,78.0,61
Bernard Toone,SF,81.0,67
Nikola Topić,SG,78.0,12
Jacob Toppin,SF,80.0,61
Obi Toppin,SF,81.0,8
Irv Torgoff,SF,73.0,61
Gene Tormohlen,C,80.0,41
Oscar Torres,SG,78.0,61
Juan Toscano-Anderson,SF,78.0,61
Bill Tosheff,SG,73.0,122
Bob Tough,SG,72.0,61
Axel Toupane,SG,79.0,61
Monte Towe,SG,67.0,147
Keith Tower,C,83.0,61
William Towery,C,76.0,61
Linton Townes,SF,79.0,63
Karl-Anthony Towns,PF,84.0,1
Raymond Townsend,SG,75.0,22
Armel Traore,SF,81.0,61
Nolan Traore,SG,75.0,19
George Trapp,SF,80.0,5
John Trapp,SF,79.0,45
Luke Travers,SF,79.0,86
Robert Traylor,PF,80.0,6
Gary Trent,SF,80.0,11
Gary Trent Jr.,SG,77.0,67
Jeff Trepagnier,SG,76.0,65
John Tresvant,SF,79.0,160
Allonzo Trier,SG,77.0,61
Dick Triptow,SG,72.0,61
Kelly Tripucka,SF,78.0,12
Cezary Trybanski,C,86.0,61
Jake Tsakalidis,C,86.0,25
John Tschogl,SF,78.0,61
Oscar Tshiebwe,PF,80.0,61
Lou Tsioropoulos,SF,77.0,61
Nikoloz Tskitishvili,SF,84.0,5
Al Tucker,SF,80.0,6
Alando Tucker,SF,78.0,29
Anthony Tucker,SF,80.0,61
Jim Tucker,SF,79.0,84
P.J. Tucker,SF,77.0,65
Rayjon Tucker,SG,75.0,61
Trent Tucker,SG,77.0,6
Ronny Turiaf,C,82.0,67
Mirsad Turkcan,SF,81.0,18
Hedo Turkoglu,SF,82.0,16
Andre Turner,SG,71.0,129
Bill Turner,SF,79.0,87
Elston Turner,SG,77.0,73
Evan Turner,SG,78.0,2
Henry Turner,SG,79.0,61
Jack Turner,SG,76.0,8
Jack Turner,SG,77.0,48
Jeff Turner,SF,81.0,17
John Turner,SF,80.0,20
Myles Turner,PF,83.0,11
Wayne Turner,SG,74.0,61
Mel Turpin,C,83.0,6
Dave Twardzik,SG,73.0,56
Jack Twyman,SF,78.0,38
B.J. Tyler,SG,73.0,20
Jeremy Tyler,SF,82.0,69
Terry Tyler,SF,79.0,53
Charlie Tyra,C,80.0,2
Hunter Tyson,SF,80.0,67
Jaylon Tyson,SG,78.0,20
Edwin Ubiles,SF,78.0,61
Ekpe Udoh,PF,82.0,6
Ime Udoka,SG,77.0,61
Beno Udrih,SG,75.0,28
Roko Ukic,SG,77.0,71
Tyler Ulis,SG,70.0,64
Stanley Umude,SG,78.0,61
Wes Unseld,C,79.0,2
Hal Uplinger,SG,76.0,61
Kelvin Upshaw,SG,74.0,61
Jarrod Uthoff,SF,81.0,61
Ben Uzoh,SG,75.0,61
Robert Vaden,SG,77.0,84
Jonas Valančiūnas,C,83.0,5
Darnell Valentine,SG,74.0,16
Denzel Valentine,SG,76.0,14
Ron Valentine,SF,79.0,111
John Vallely,SG,75.0,14
Dick Van Arsdale,SG,77.0,40
Tom Van Arsdale,SF,77.0,41
Butch Van Breda Kolff,SG,75.0,61
Jan Van Breda Kolff,SF,79.0,50
Nick Van Exel,SG,73.0,67
Keith Van Horn,SF,82.0,2
Norm Van Lier,SG,73.0,94
Fred VanVleet,SG,72.0,61
Gene Vance,SG,75.0,61
Log Vander Velden,SF,80.0,61
Jarred Vanderbilt,SF,80.0,71
Ernie Vandeweghe,SF,75.0,61
Kiki Vandeweghe,SF,80.0,11
Nick Vanos,C,85.0,62
David Vanterpool,SG,77.0,61
Ratko Varda,C,85.0,61
Anderson Varejao,SF,83.0,60
Jarvis Varnado,PF,81.0,71
Greivis Vasquez,SG,78.0,28
Devin Vassell,SG,77.0,11
Charles Vaughn,SG,75.0,116
David Vaughn,SF,81.0,25
Jacque Vaughn,SG,73.0,27
Rashad Vaughn,SG,78.0,17
Virgil Vaughn,SF,76.0,61
Loy Vaught,PF,81.0,13
Bob Verga,SG,73.0,85
Peter Verhoeven,SF,81.0,175
Jan Vesely,SF,84.0,6
Gundars Vetra,SF,78.0,61
Sasha Vezenkov,SF,80.0,87
Joao Vianna,SF,81.0,61
Luca Vildoza,SG,75.0,61
Charlie Villanueva,SF,83.0,7
Gabe Vincent,SG,74.0,61
Jay Vincent,SF,79.0,54
Sam Vincent,SG,74.0,20
Marcus Vinicius,SF,80.0,73
Fred Vinson,SG,76.0,61
Gary Voce,SF,81.0,61
Floyd Volker,Unknown,,61
Alexander Volkov,C,82.0,284
Whitey Von Nieda,Unknown,,61
Noah Vonleh,SF,82.0,9
Jake Voskuhl,C,83.0,63
Danny Vranes,SF,79.0,5
Slavko Vranes,C,89.0,69
Stojko Vrankovic,C,86.0,61
Brett Vroman,C,84.0,177
Jackson Vroman,PF,82.0,61
Sasha Vujacic,SG,79.0,27
Tristan Vukcevic,SF,84.0,72
Nikola Vučević,C,81.0,16
Dean Wade,PF,81.0,61
Dwyane Wade,SG,76.0,5
Mark Wade,SG,71.0,61
Von Wafer,SG,77.0,69
Clint Wager,C,77.0,61
Dajuan Wagner,SG,74.0,6
Danny Wagner,SG,72.0,61
Franz Wagner,SF,82.0,8
Milt Wagner,SG,77.0,65
Moritz Wagner,PF,83.0,25
Ish Wainright,SF,77.0,61
Dion Waiters,SG,75.0,4
Granville Waiters,C,83.0,69
Andre Wakefield,SG,74.0,227
Neal Walk,C,82.0,2
Andy Walker,SG,76.0,291
Antoine Walker,SF,81.0,6
Brady Walker,SF,78.0,61
Chet Walker,SF,79.0,42
Darrell Walker,SG,76.0,12
Foots Walker,SG,73.0,98
Henry Walker,SF,78.0,77
Horace Walker,SF,75.0,120
Jabari Walker,SF,79.0,87
Jarace Walker,SF,79.0,8
Jimmy Walker,SG,75.0,1
Kemba Walker,SG,72.0,9
Kenny Walker,SF,80.0,5
MJ Walker,SG,77.0,61
Phil Walker,SG,75.0,69
Samaki Walker,SF,81.0,9
Wally Walker,SF,80.0,5
Lonnie Walker IV,SG,76.0,18
John Wall,SG,75.0,1
Ben Wallace,PF,81.0,61
Cason Wallace,SG,75.0,10
Gerald Wallace,SF,79.0,25
John Wallace,SF,81.0,18
Keaton Wallace,SG,75.0,61
Michael Wallace,Unknown,,61
Rasheed Wallace,PF,83.0,4
Tyrone Wallace,SG,77.0,90
Dwight Waller,SF,78.0,401
Jamie Waller,SF,76.0,108
Jim Walsh,SF,76.0,61
Jordan Walsh,SG,78.0,68
Matt Walsh,SG,78.0,61
Ja'Kobe Walter,SG,76.0,19
Rex Walters,SG,76.0,16
Paul Walther,SG,74.0,61
Rabbit Walthour,SG,71.0,61
Bill Walton,C,83.0,1
Lloyd Walton,SG,72.0,100
Luke Walton,SF,80.0,62
Derrick Walton Jr.,SG,73.0,61
Brad Wanamaker,SG,75.0,61
Bobby Wanzer,SG,72.0,10
Perry Warbington,SG,74.0,385
Charlie Ward,SG,74.0,26
Gerry Ward,SG,76.0,5
Henry Ward,SG,76.0,249
Casper Ware,SG,70.0,61
Jim Ware,SF,79.0,86
Kel'el Ware,C,84.0,15
Ben Warley,SF,77.0,6
Bob Warlick,SG,77.0,61
Cornell Warner,SF,81.0,54
Jameel Warney,SF,80.0,61
Johnny Warren,SG,75.0,11
T.J. Warren,SF,80.0,14
Willie Warren,SG,76.0,84
Bryan Warrick,SG,77.0,55
Hakim Warrick,SF,81.0,19
Chris Washburn,C,83.0,3
Julian Washburn,SF,80.0,61
Bobby Washington,SG,71.0,61
Darius Washington,SG,74.0,61
Duane Washington,SG,76.0,66
Dwayne Washington,SG,74.0,13
Eric Washington,SF,76.0,76
Jim Washington,SF,79.0,6
Kermit Washington,SF,80.0,5
P.J. Washington,SF,79.0,12
Richard Washington,SF,82.0,3
Stan Washington,SG,76.0,156
Wilson Washington,SF,81.0,55
Duane Washington Jr.,SG,74.0,61
TyTy Washington Jr.,SG,75.0,29
Yuta Watanabe,SG,81.0,61
Tremont Waters,SG,70.0,81
Lindy Waters III,SF,77.0,61
Trendon Watford,SG,80.0,61
Darryl Watkins,C,83.0,61
Jamir Watkins,SF,78.0,73
Anton Watson,SF,80.0,84
C.J. Watson,SG,74.0,61
Earl Watson,SG,73.0,69
Jamie Watson,SF,79.0,77
Paul Watson,SG,78.0,61
Peyton Watson,SG,80.0,30
Ron Watts,SF,78.0,47
Slick Watts,SG,73.0,61
Maalik Wayns,SG,73.0,61
David Wear,SF,82.0,61
Travis Wear,SF,82.0,61
Clar. Weatherspoon,SF,79.0,9
Nick Weatherspoon,SF,79.0,13
Quinndary Weatherspoon,SG,75.0,79
Kyle Weaver,SG,78.0,68
Jeff Webb,SG,76.0,61
Marcus Webb,SF,81.0,61
Spud Webb,SG,67.0,177
James Webb III,SF,81.0,61
Chris Webber,PF,82.0,1
Briante Weber,SG,74.0,61
Forest Weber,Unknown,,61
Jeff Webster,SF,80.0,70
Martell Webster,SF,79.0,6
Marvin Webster,C,85.0,3
Scott Wedman,SF,79.0,6
Sonny Weems,SF,78.0,69
Dick Wehr,SF,76.0,61
Brant Weidner,SF,81.0,180
Bob Weiss,SG,75.0,82
Rick Weitzman,SG,74.0,380
Bonzi Wells,SG,77.0,11
Bubba Wells,SF,77.0,64
Jaylen Wells,SF,79.0,69
Owen Wells,SF,79.0,197
Ralph Wells,SG,73.0,61
Chris Welp,C,84.0,16
Jiri Welsch,SF,79.0,16
Thomas Welsh,C,84.0,88
Victor Wembanyama,PF,88.0,1
Bill Wennington,C,84.0,16
Matt Wenstrom,C,85.0,61
Robert Werdann,C,83.0,76
Ray Wertis,SG,71.0,61
Blake Wesley,SG,76.0,25
David Wesley,SG,73.0,61
Walt Wesley,C,83.0,6
David West,SF,81.0,18
Delonte West,SG,75.0,24
Doug West,SG,78.0,68
Jerry West,SG,75.0,2
Mario West,SG,77.0,61
Mark West,C,82.0,60
Roland West,SG,76.0,732
Russell Westbrook,SG,76.0,4
Paul Westphal,SG,76.0,10
John Wetzel,SG,77.0,285
Robert Whaley,C,82.0,81
Ennis Whatley,SG,75.0,13
DeJuan Wheat,SG,72.0,81
Clinton Wheeler,SG,73.0,330
Phillip Wheeler,SF,80.0,61
