PLAYER_NAME,USG_PCT,AST_PCT,REB_PCT,OREB_PCT,DREB_PCT,TS_PCT,E_TOV_PCT,PACE,MIN_TOTAL,GP,CLUSTER,ARCHETYPE,DIST_TO_CENTROID
Jumaine Jones,0.155,0.05733333333333334,0.09566666666666666,0.056,0.13833333333333334,0.5,9.799999999999999,94.92333333333333,4291.200000000001,194,0,3-and-D / Role Player,1.6646088920275848
Justin Reed,0.16749999999999998,0.1,0.07050000000000001,0.0675,0.0735,0.5215,10.850000000000001,96.485,1108.6,95,0,3-and-D / Role Player,1.7245997594588343
Juwan Howard,0.20833333333333334,0.09400000000000001,0.10666666666666667,0.07,0.144,0.502,10.700000000000001,91.16333333333334,7042.2,222,1,Scoring Big / Power Forward,1.2213900960343325
Kareem Rush,0.20533333333333334,0.09333333333333334,0.044333333333333336,0.016666666666666666,0.07433333333333333,0.48233333333333334,9.233333333333333,94.71,3319.6000000000004,167,0,3-and-D / Role Player,1.4699986693591434
Karl Malone,0.192,0.185,0.131,0.046,0.209,0.555,13.5,96.83,1377.6,42,1,Scoring Big / Power Forward,2.789453425637925
Kedrick Brown,0.128,0.13,0.0915,0.031,0.1575,0.56,16.95,98.33500000000001,1022.4000000000001,63,0,3-and-D / Role Player,3.5079351325445405
Keith Bogans,0.17466666666666666,0.10933333333333334,0.07366666666666667,0.042,0.107,0.48700000000000004,11.266666666666666,94.05333333333333,5501.9,219,0,3-and-D / Role Player,0.5465783936902877
Keith McLeod,0.17533333333333334,0.253,0.041666666666666664,0.013,0.07033333333333333,0.4466666666666667,13.266666666666666,90.92666666666668,3003.6000000000004,152,2,Ball-Dominant Playmaker,1.9034524614781827
Keith Van Horn,0.219,0.07866666666666666,0.10033333333333333,0.059666666666666666,0.14033333333333334,0.5513333333333333,12.033333333333333,93.21666666666665,4932.2,187,1,Scoring Big / Power Forward,0.6444911123101649
Kelvin Cato,0.14100000000000001,0.043333333333333335,0.12866666666666668,0.07566666666666667,0.17900000000000002,0.5293333333333333,14.366666666666667,92.27333333333333,3596.8,158,3,Glass Anchor / Traditional Center,0.7818617416861666
Kendall Gill,0.1855,0.1405,0.066,0.0385,0.0975,0.46099999999999997,8.9,93.15,1695.4,70,0,3-and-D / Role Player,1.2408167823674487
Kendrick Perkins,0.18933333333333335,0.08600000000000001,0.17700000000000002,0.12166666666666666,0.22999999999999998,0.5476666666666666,20.166666666666668,96.98666666666666,1907.8000000000002,138,3,Glass Anchor / Traditional Center,3.77206355035153
Kenny Anderson,0.1595,0.2245,0.0545,0.026000000000000002,0.086,0.47,12.2,92.32,1654.6999999999998,87,2,Ball-Dominant Playmaker,1.4246355533386517
Kenny Thomas,0.18733333333333335,0.10566666666666667,0.13633333333333333,0.09133333333333334,0.18133333333333335,0.527,12.9,92.77333333333333,7165.1,229,3,Glass Anchor / Traditional Center,1.1866637593866223
Kenyon Martin,0.2313333333333333,0.11699999999999999,0.125,0.06433333333333334,0.18333333333333335,0.5273333333333333,10.666666666666666,93.62666666666667,6083.1,191,1,Scoring Big / Power Forward,1.0767782873498064
Kerry Kittles,0.16549999999999998,0.128,0.063,0.012,0.1145,0.486,6.95,92.16499999999999,3088.5,93,0,3-and-D / Role Player,1.858059292020871
Kevin Garnett,0.2703333333333333,0.23033333333333336,0.17833333333333332,0.082,0.26566666666666666,0.5676666666666667,9.299999999999999,90.84333333333332,9319.6,240,1,Scoring Big / Power Forward,4.027083279115059
Kevin Martin,0.1635,0.078,0.0665,0.0475,0.08499999999999999,0.534,11.350000000000001,95.155,2374.2,117,0,3-and-D / Role Player,1.2102218311113415
Kevin Ollie,0.11433333333333334,0.20866666666666667,0.056999999999999995,0.016333333333333335,0.09933333333333333,0.467,10.466666666666667,93.49333333333334,2626.2,178,0,3-and-D / Role Player,1.762952728289512
Keyon Dooling,0.19366666666666665,0.18366666666666667,0.03666666666666667,0.011999999999999999,0.059666666666666666,0.4856666666666667,11.533333333333333,91.96666666666665,3450.0,182,2,Ball-Dominant Playmaker,1.2396533208861844
Kirk Hinrich,0.205,0.309,0.049666666666666665,0.011999999999999999,0.08766666666666667,0.511,10.566666666666668,93.53333333333335,8457.2,234,2,Ball-Dominant Playmaker,1.0043248371822409
Kirk Snyder,0.21,0.1015,0.07050000000000001,0.051500000000000004,0.089,0.49650000000000005,11.4,90.435,2210.0,136,2,Ball-Dominant Playmaker,2.2312289426450302
Kobe Bryant,0.3236666666666667,0.25066666666666665,0.07066666666666667,0.033,0.10833333333333334,0.5576666666666666,9.566666666666668,93.67666666666668,8423.3,211,2,Ball-Dominant Playmaker,2.9679854595513504
Kris Humphries,0.1925,0.0925,0.1225,0.08349999999999999,0.16699999999999998,0.4125,11.399999999999999,91.82499999999999,1491.0,129,3,Glass Anchor / Traditional Center,2.4075781021575993
Kurt Thomas,0.16766666666666666,0.08166666666666667,0.14366666666666666,0.06566666666666666,0.219,0.506,10.0,94.25999999999999,6809.8,213,3,Glass Anchor / Traditional Center,2.1193199893968884
Kwame Brown,0.16133333333333333,0.07233333333333333,0.121,0.085,0.157,0.5296666666666666,15.366666666666667,93.45333333333333,5114.6,188,3,Glass Anchor / Traditional Center,0.9343733652955819
Kyle Korver,0.16433333333333333,0.09899999999999999,0.06333333333333334,0.02033333333333333,0.107,0.5513333333333333,9.533333333333333,95.75,6090.0,238,0,3-and-D / Role Player,1.5451664667673934
Lamar Odom,0.21,0.20166666666666666,0.12966666666666668,0.056999999999999995,0.20133333333333334,0.5376666666666666,12.4,91.67333333333333,8540.8,224,1,Scoring Big / Power Forward,1.8850299108689623
Lamond Murray,0.205,0.083,0.09966666666666667,0.042666666666666665,0.158,0.486,11.433333333333332,91.74666666666667,2014.6999999999998,152,1,Scoring Big / Power Forward,1.5018797635410337
Larry Hughes,0.256,0.17733333333333334,0.07433333333333333,0.03166666666666667,0.11833333333333333,0.5076666666666667,10.633333333333333,94.28666666666668,5704.1,158,2,Ball-Dominant Playmaker,1.8570515126066522
Latrell Sprewell,0.2245,0.1355,0.0515,0.0235,0.077,0.491,9.0,91.66499999999999,5547.6,162,2,Ball-Dominant Playmaker,1.6287281699814062
LeBron James,0.299,0.30233333333333334,0.08066666666666666,0.028999999999999998,0.13366666666666666,0.5366666666666666,9.766666666666667,91.77999999999999,9869.9,238,2,Ball-Dominant Playmaker,2.6715072647015474
Leandro Barbosa,0.18733333333333335,0.16833333333333333,0.04800000000000001,0.021333333333333333,0.073,0.5723333333333334,13.333333333333334,98.45,4171.9,190,0,3-and-D / Role Player,2.9252129880507827
Lee Nailon,0.21266666666666667,0.08266666666666667,0.08733333333333333,0.081,0.09466666666666668,0.5106666666666667,9.833333333333334,92.92666666666668,3031.3,147,1,Scoring Big / Power Forward,1.6913532654490386
Lindsey Hunter,0.146,0.23099999999999998,0.055,0.02766666666666667,0.082,0.4203333333333334,12.200000000000001,92.58,2139.8,139,0,3-and-D / Role Player,2.288541107871709
Linton Johnson,0.13233333333333333,0.03566666666666667,0.08,0.04966666666666667,0.17566666666666667,0.29,20.066666666666666,95.52,1274.7,79,3,Glass Anchor / Traditional Center,5.406988549799679
Lonny Baxter,0.171,0.022333333333333334,0.12566666666666668,0.09966666666666668,0.15233333333333335,0.4216666666666667,17.233333333333334,92.71,1200.4,107,3,Glass Anchor / Traditional Center,2.1822621557796373
Loren Woods,0.12966666666666668,0.030666666666666665,0.15466666666666665,0.122,0.19166666666666665,0.48066666666666663,16.866666666666667,92.17666666666666,1527.6,110,3,Glass Anchor / Traditional Center,1.7288775736799356
Lorenzen Wright,0.17400000000000002,0.06233333333333333,0.135,0.08633333333333333,0.18466666666666667,0.49033333333333334,10.6,89.43,5657.6,223,3,Glass Anchor / Traditional Center,2.0681678124207066
